List,Accession,Symbol,Protein Name,Proteomics,No. of peptides,MaxScore,Vasomotricity,BBB-Specific Proteins,Tight Junction and/or Adhesion Proteins,Membrane Transporter and Channel Proteins,ECM and Basal Lamina Proteins,Chun et al.,,
List 1,Q9ERD6,RALGPS2,Ras-specific guanine nucleotide-releasing factor RalGPS2,Gel-free only,1,47,,,,,,,,
List 1,Q9JJH1,RNASE4,Ribonuclease 4,Gel-free only,1,47,,,,,,,,
List 1,Q99J25,MRM1,"rRNA methyltransferase 1, mitochondrial",Gel-free only,1,47,,,,,,,,
List 1,Q9CYX7,RRP15,RRP15-like protein,Gel-free only,1,47,,,,,,,,
List 1,P51954,NEK1,Serine/threonine-protein kinase Nek1,Gel-free only,1,47,,,,,,,,
List 1,Q9QXZ6,SLCO1A1,Solute carrier organic anion transporter family member 1A1,Gel-free only,1,47,,,,,,,,
List 1,Q8CG46,SMC5,Structural maintenance of chromosomes protein 5,Gel-free only,1,47,,,,,,,,
List 1,Q9R0N5,SYT5,Synaptotagmin-5,Gel-free only,1,47,,,,,,,,
List 1,P04235,CD3D,T-cell surface glycoprotein CD3 delta chain,Gel-free only,1,47,,,,,,,,
List 1,Q8R3N6,THOC1,THO complex subunit 1,Gel-free only,1,47,,,,,,,,
List 1,Q04887,SOX9,Transcription factor SOX-9,Gel-free only,1,47,,,,,,,,
List 1,Q56A06,TMTC2,Transmembrane and TPR repeat-containing protein 2,Gel-free only,1,47,,,,,,,,
List 1,Q3T9Z9,ZUFSP,Zinc finger with UFM1-specific peptidase domain protein,Gel-free only,1,47,,,,,,,,
List 1,O08848,TROVE2,60 kDa SS-A/Ro ribonucleoprotein,Gel-free only,1,46,,,,,,,,
List 1,Q9Z2N8,ACTL6A,Actin-like protein 6A,Gel-free only,1,46,,,,,,,,
List 1,Q80SY6,ADAL,Adenosine deaminase-like protein,Gel-free only,1,46,,,,,,,,
List 1,Q9ESC8,AFF4,AF4/FMR2 family member 4,Gel-free only,1,46,,,,,,,,
List 1,Q64437,ADH7,Alcohol dehydrogenase class 4 mu/sigma chain,Gel-free only,1,46,,,,,,,,
List 1,Q9DAX9,APPBP2,Amyloid protein-binding protein 2,Gel-free only,1,46,,,,,,,,
List 1,Q8BM89,ARSJ,Arylsulfatase J,Gel-free only,1,46,,,,,,,,
List 1,O88875,CD160,CD160 antigen,Gel-free only,1,46,,,,,,,,
List 1,Q8BJF9,CHMP2B,Charged multivesicular body protein 2b,Gel-free only,1,46,,,,,,,,
List 1,Q80X53,CCDC116,Coiled-coil domain-containing protein 116,Gel-free only,1,46,,,,,,,,
List 1,Q8K2Z4,NCAPD2,Condensin complex subunit 1,Gel-free only,1,46,,,,,,,,
List 1,Q3UW12,CNGA4,Cyclic nucleotide-gated cation channel alpha-4,Gel-free only,1,46,,,,,,,,
List 1,Q5U4C9,DYRK2,Dual specificity tyrosine-phosphorylation-regulated kinase 2,Gel-free only,1,46,,,,,,,,
List 1,Q9Z0Y1,DCTN3,Dynactin subunit 3,Gel-free only,1,46,,,,,,,,
List 1,P70428,EXT2,Exostosin-2,Gel-free only,1,46,,,,,,,,
List 1,Q8BUR3,FOXJ3,Forkhead box protein J3,Gel-free only,1,46,,,,,,,,
List 1,O35188,CX3CL1,Fractalkine,Gel-free only,1,46,,,,,,,,
List 1,Q9R216,FZD9,Frizzled-9,Gel-free only,1,46,,,,,,,,
List 1,Q07104,GDF3,Growth/differentiation factor 3,Gel-free only,1,46,,,,,,,,
List 1,P38532,HSF1,Heat shock factor protein 1,Gel-free only,1,46,,,,,,,,
List 1,P02088,HBB-B1,Hemoglobin subunit beta-1,Gel-free only,1,46,,,,,,,,
List 1,P70351,EZH1,Histone-lysine N-methyltransferase EZH1,Gel-free only,1,46,,,,,,,,
List 1,Q99MA9,NKX6-1,Homeobox protein Nkx-6.1,Gel-free only,1,46,,,,,,,,
List 1,Q3V384,LACE1,Lactation elevated protein 1,Gel-free only,1,46,,,,,,,,
List 1,P97772,GRM1,Metabotropic glutamate receptor 1,Gel-free only,1,46,,,,,,,,
List 1,Q6ZPE2,SBF1,Myotubularin-related protein 5,Gel-free only,1,46,,,,,,,,
List 1,Q9R0W9,CHRNA6,Neuronal acetylcholine receptor subunit alpha-6,Gel-free only,1,46,,,,,,,,
List 1,Q9WV30,NFAT5,Nuclear factor of activated T-cells 5,Gel-free only,1,46,,,,,,,,
List 1,P00860,ODC1,Ornithine decarboxylase,Gel-free only,1,46,,,,,,,,
List 1,P97783,MLLT11,Protein AF1q,Gel-free only,1,46,,,,,,,,
List 1,Q9DAU1,CNPY3,Protein canopy homolog 3,Gel-free only,1,46,,,,,,,,
List 1,Q6PEM8,SLC46A1,Proton-coupled folate transporter,Gel-free only,1,46,,,,,,,,
List 1,Q80X95,RRAGA,Ras-related GTP-binding protein A,Gel-free only,1,46,,,,,,,,
List 1,P35822,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,Gel-free only,1,46,,,,,,,,
List 1,Q60519,SEMA5B,Semaphorin-5B,Gel-free only,1,46,,,,,,,,
List 1,Q05512,MARK2,Serine/threonine-protein kinase MARK2,Gel-free only,1,46,,,,,,,,
List 1,Q60676,PPP5C,Serine/threonine-protein phosphatase 5,Gel-free only,1,46,,,,,,,,
List 1,Q9QZS8,SH2D3C,SH2 domain-containing protein 3C,Gel-free only,1,46,,,,,,,,
List 1,Q9ES88,SLC13A2,Solute carrier family 13 member 2,Gel-free only,1,46,,,,,,,,
List 1,Q05117,ACP5,Tartrate-resistant acid phosphatase type 5,Gel-free only,1,46,,,,,,,,
List 1,Q99PG6,TAS1R1,Taste receptor type 1 member 1,Gel-free only,1,46,,,,,,,,
List 1,P40226,THPO,Thrombopoietin,Gel-free only,1,46,,,,,,,,
List 1,P40630,TFAM,"Transcription factor A, mitochondrial",Gel-free only,1,46,,,,,,,,
List 1,P55144,TYRO3,Tyrosine-protein kinase receptor TYRO3,Gel-free only,1,46,,,,,,,,
List 1,Q9D384,SNRNP35,U11/U12 small nuclear ribonucleoprotein 35 kDa protein,Gel-free only,1,46,,,,,,,,
List 1,Q8C9S4,OTG1,Uncharacterized protein C10orf118 homolog,Gel-free only,1,46,,,,,,,,
List 1,Q9Z1R4,D17H6S53E,Uncharacterized protein C6orf47 homolog,Gel-free only,1,46,,,,,,,,
List 1,Q8VE19,MIOS,WD repeat-containing protein mio,Gel-free only,1,46,,,,,,,,
List 1,Q9D6Y9,GBE1,"1,4-alpha-glucan-branching enzyme",Gel-free only,1,45,,,,,,,,
List 1,Q61694,HSD3B5,3 beta-hydroxysteroid dehydrogenase type 5,Gel-free only,1,45,,,,,,,,
List 1,Q5SSL4,ABR,Active breakpoint cluster region-related protein,Gel-free only,1,45,,,,,,,,
List 1,Q9R2B6,ST6GALNAC4,"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase",Gel-free only,1,45,,,,,,,,
List 1,Q9Z1T1,AP3B1,AP-3 complex subunit beta-1,Gel-free only,1,45,,,,,,,,
List 1,Q8BM75,ARID5B,AT-rich interactive domain-containing protein 5B,Gel-free only,1,45,,,,,,,,
List 1,Q8CCN5,BCAS3,Breast carcinoma-amplified sequence 3 homolog,Gel-free only,1,45,,,,,,,,
List 1,P55097,CTSK,Cathepsin K,Gel-free only,1,45,,,,,,,,
List 1,O70370,CTSS,Cathepsin S,Gel-free only,1,45,,,,,,,,
List 1,P56857,CLDN18,Claudin-18,Gel-free only,1,45,,,,,,,,
List 1,P00397,MTCO1,Cytochrome c oxidase subunit 1,Gel-free only,1,45,,,,,,,,
List 1,P49183,DNASE1,Deoxyribonuclease-1,Gel-free only,1,45,,,,,,,,
List 1,Q9D1G0,DNASE1L2,Deoxyribonuclease-1-like 2,Gel-free only,1,45,,,,,,,,
List 1,Q9Z218,DPP6,Dipeptidyl aminopeptidase-like protein 6,Gel-free only,1,45,,,,,,,,
List 1,Q8CFD5,ERCC8,DNA excision repair protein ERCC-8,Gel-free only,1,45,,,,,,,,
List 1,Q61214,DYRK1A,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Gel-free only,1,45,,,,,,,,
List 1,Q5SSZ7,ZNRF3,E3 ubiquitin-protein ligase ZNRF3,Gel-free only,1,45,,,,,,,,
List 1,P59325,EIF5,Eukaryotic translation initiation factor 5,Gel-free only,1,45,,,,,,,,
List 1,Q8K2I9,FBXO18,F-box only protein 18,Gel-free only,1,45,,,,,,,,
List 1,Q8BFZ4,FBXL21,F-box/LRR-repeat protein 21,Gel-free only,1,45,,,,,,,,
List 1,Q3ULZ2,FHDC1,FH2 domain-containing protein 1,Gel-free only,1,45,,,,,,,,
List 1,Q7TMA4,GPR120,Free fatty acid receptor 4,Gel-free only,1,45,,,,,,,,
List 1,Q9CQ35,GLIPR1L2,GLIPR1-like protein 2,Gel-free only,1,45,,,,,,,,
List 1,O35409,FOLH1,Glutamate carboxypeptidase 2,Gel-free only,1,45,,,,,,,,
List 1,Q60680,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Gel-free only,1,45,,,,,,,,
List 1,Q07079,IGFBP5,Insulin-like growth factor-binding protein 5,Gel-free only,1,45,,,,,,,,
List 1,Q60976,JRK,Jerky protein,Gel-free only,1,45,,,,,,,,
List 1,Q6V595,KLHL6,Kelch-like protein 6,Gel-free only,1,45,,,,,,,,
List 1,Q99PT9,KIF19,Kinesin-like protein KIF19,Gel-free only,1,45,,,,,,,,
List 1,P28740,KIF2A,Kinesin-like protein KIF2A,Gel-free only,1,45,,,,,,,,
List 1,Q8VCH9,LRRC3B,Leucine-rich repeat-containing protein 3B,Gel-free only,1,45,,,,,,,,
List 1,Q9CPR8,NDNL2,Melanoma-associated antigen G1,Gel-free only,1,45,,,,,,,,
List 1,Q9D5U9,MICALCL,MICAL C-terminal-like protein,Gel-free only,1,45,,,,,,,,
List 1,Q66X01,NLRP9C,"NACHT, LRR and PYD domains-containing protein 9C",Gel-free only,1,45,,,,,,,,
List 1,Q9CSB4,PARD3B,Partitioning defective 3 homolog B,Gel-free only,1,45,,,,,,,,
List 1,Q9DC48,CDC40,Pre-mRNA-processing factor 17,Gel-free only,1,45,,,,,,,,
List 1,Q8BHJ9,SLU7,Pre-mRNA-splicing factor SLU7,Gel-free only,1,45,,,,,,,,
List 1,Q9ERV1,MKRN2,Probable E3 ubiquitin-protein ligase makorin-2,Gel-free only,1,45,,,,,,,,
List 1,Q6PGB8,SMARCA1,Probable global transcription activator SNF2L1,Gel-free only,1,45,,,,,,,,
List 1,Q3UZD7,FAM71F1,Protein FAM71F1,Gel-free only,1,45,,,,,,,,
List 1,Q6PB90,PCDHB14,Protocadherin beta-14,Gel-free only,1,45,,,,,,,,
List 1,P51175,PPOX,Protoporphyrinogen oxidase,Gel-free only,1,45,,,,,,,,
List 1,Q68FL4,AHCYL2,Putative adenosylhomocysteinase 3,Gel-free only,1,45,,,,,,,,
List 1,Q9CQE5,RGS10,Regulator of G-protein signaling 10,Gel-free only,1,45,,,,,,,,
List 1,P18654,RPS6KA3,Ribosomal protein S6 kinase alpha-3,Gel-free only,1,45,,,,,,,,
List 1,Q80UK0,SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Gel-free only,1,45,,,,,,,,
List 1,Q924N9,PRSS28,Serine protease 28,Gel-free only,1,45,,,,,,,,
List 1,Q6WQJ1,DAGLA,Sn1-specific diacylglycerol lipase alpha,Gel-free only,1,45,,,,,,,,
List 1,Q8CBB2,SLC15A5,Solute carrier family 15 member 5,Gel-free only,1,45,,,,,,,,
List 1,Q91X56,S1PR5,Sphingosine 1-phosphate receptor 5,Gel-free only,1,45,,,,,,,,
List 1,P83093,STIM2,Stromal interaction molecule 2,Gel-free only,1,45,,,,,,,,
List 1,Q8R4I4,GTF2A1L,TFIIA-alpha and beta-like factor,Gel-free only,1,45,,,,,,,,
List 1,A8C756,THADA,Thyroid adenoma-associated protein homolog,Gel-free only,1,45,,,,,,,,
List 1,Q8R4D5,TRPM8,Transient receptor potential cation channel subfamily M member 8,Gel-free only,1,45,,,,,,,,
List 1,Q7TN58,TMC8,Transmembrane channel-like protein 8,Gel-free only,1,45,,,,,,,,
List 1,Q9CR22,TMEM42,Transmembrane protein 42,Gel-free only,1,45,,,,,,,,
List 1,Q8C2A2,TSEN54,tRNA-splicing endonuclease subunit Sen54,Gel-free only,1,45,,,,,,,,
List 1,Q61152,PTPN18,Tyrosine-protein phosphatase non-receptor type 18,Gel-free only,1,45,,,,,,,,
List 1,Q8BFR1,ZC3HAV1L,Zinc finger CCCH-type antiviral protein 1-like,Gel-free only,1,45,,,,,,,,
List 1,Q99PP2,ZNF318,Zinc finger protein 318,Gel-free only,1,45,,,,,,,,
List 1,P46684,ZIC1,Zinc finger protein ZIC 1,Gel-free only,1,45,,,,,,,,
List 1,Q9CR95,NECAP1,Adaptin ear-binding coat-associated protein 1,Gel-free only,1,44,,,,,,,,
List 1,Q99LJ2,ABTB1,Ankyrin repeat and BTB/POZ domain-containing protein 1,Gel-free only,1,44,,,,,,,,
List 1,Q8BLD6,ANKRD55,Ankyrin repeat domain-containing protein 55,Gel-free only,1,44,,,,,,,,
List 1,Q8K448,ABCA5,ATP-binding cassette sub-family A member 5,Gel-free only,1,44,,,,,,,,
List 1,Q9JJS6,BCMO1,"Beta,beta-carotene 15,15'-monooxygenase",Gel-free only,1,44,,,,,,,,
List 1,Q80ZF8,BAI3,Brain-specific angiogenesis inhibitor 3,Gel-free only,1,44,,,,,,,,
List 1,Q80WV3,CHST2,Carbohydrate sulfotransferase 2,Gel-free only,1,44,,,,,,,,
List 1,Q9D3A8,NOS1AP,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein,Gel-free only,1,44,,,,,,,,
List 1,Q64347,CLCN1,Chloride channel protein 1,Gel-free only,1,44,,,,,,,,
List 1,P30728,DRD3,D(3) dopamine receptor,Gel-free only,1,44,,,,,,,,
List 1,Q8CBW4,WDR40B,DDB1- and CUL4-associated factor 12-like protein 1,Gel-free only,1,44,,,,,,,,
List 1,Q9D757,DAPL1,Death-associated protein-like 1,Gel-free only,1,44,,,,,,,,
List 1,Q9ET22,DPP7,Dipeptidyl peptidase 2,Gel-free only,1,44,,,,,,,,
List 1,Q5SQM0,EML6,Echinoderm microtubule-associated protein-like 6,Gel-free only,1,44,,,,,,,,
List 1,Q8K482,EMILIN2,EMILIN-2,Gel-free only,1,44,,,,,,,,
List 1,Q9JJZ5,EGFL6,Epidermal growth factor-like protein 6,Gel-free only,1,44,,,,,,,,
List 1,Q99P65,SLC29A3,Equilibrative nucleoside transporter 3,Gel-free only,1,44,,,,,,,,
List 1,P49222,EPB42,Erythrocyte membrane protein band 4.2,Gel-free only,1,44,,,,,,,,
List 1,Q8BID8,FBXL14,F-box/LRR-repeat protein 14,Gel-free only,1,44,,,,,,,,
List 1,Q9ESQ8,NPVF,FMRFamide-related peptides,Gel-free only,1,44,,,,,,,,
List 1,A2AKG8,KIAA1797,Focadhesin,Gel-free only,1,44,,,,,,,,
List 1,O70421,FZD1,Frizzled-1,Gel-free only,1,44,,,,,,,,
List 1,P35505,FAH,Fumarylacetoacetase,Gel-free only,1,44,,,,,,,,
List 1,Q61699,HSPH1,Heat shock protein 105 kDa,Gel-free only,1,44,,,,,,,,
List 1,Q91X72,HPX,Hemopexin,Gel-free only,1,44,,,,,,,,
List 1,Q61559,FCGRT,IgG receptor FcRn large subunit p51,Gel-free only,1,44,,,,,,,,
List 1,Q8K5B1,IL31RA,Interleukin-31 receptor subunit alpha,Gel-free only,1,44,,,,,,,,
List 1,Q9JKQ4,IRX5,Iroquois-class homeodomain protein IRX-5,Gel-free only,1,44,,,,,,,,
List 1,Q8BR86,KIRREL3,Kin of IRRE-like protein 3,Gel-free only,1,44,,,,,,,,
List 1,P97412,LYST,Lysosomal-trafficking regulator,Gel-free only,1,44,,,,,,,,
List 1,P11590,MUP4,Major urinary protein 4,Gel-free only,1,44,,,,,,,,
List 1,O70451,SLC16A7,Monocarboxylate transporter 2,Gel-free only,1,44,,,,,,,,
List 1,Q8BFR4,GNS,N-acetylglucosamine-6-sulfatase,Gel-free only,1,44,,,,,,,,
List 1,Q8JZS6,N4BP2L2,NEDD4-binding protein 2-like 2,Gel-free only,1,44,,,,,,,,
List 1,Q8R0G9,NUP133,Nuclear pore complex protein Nup133,Gel-free only,1,44,,,,,,,,
List 1,Q3V1G4,OLFML2B,Olfactomedin-like protein 2B,Gel-free only,1,44,,,,,,,,
List 1,Q99PG2,OGFR,Opioid growth factor receptor,Gel-free only,1,44,,,,,,,,
List 1,Q9Z2I2,FKBP1B,Peptidyl-prolyl cis-trans isomerase FKBP1B,Gel-free only,1,44,,,,,,,,
List 1,Q99MR1,GIGYF1,PERQ amino acid-rich with GYF domain-containing protein 1,Gel-free only,1,44,,,,,,,,
List 1,Q8R107,PRELID1,"PRELI domain-containing protein 1, mitochondrial",Gel-free only,1,44,,,,,,,,
List 1,Q0VBM2,FAM83B,Protein FAM83B,Gel-free only,1,44,,,,,,,,
List 1,Q8BGS0,MAK16,Protein MAK16 homolog,Gel-free only,1,44,,,,,,,,
List 1,Q3TLH4,BAT2D1,Protein PRRC2C,Gel-free only,1,44,,,,,,,,
List 1,Q768S4,RPH3AL,Rab effector Noc2,Gel-free only,1,44,,,,,,,,
List 1,A2A8L5,PTPRF,Receptor-type tyrosine-protein phosphatase F,Gel-free only,1,44,,,,,,,,
List 1,Q9EPC5,RBP7,Retinoid-binding protein 7,Gel-free only,1,44,,,,,,,,
List 1,Q9D4Q1,RIBC2,RIB43A-like with coiled-coils protein 2,Gel-free only,1,44,,,,,,,,
List 1,P00683,RNASE1,Ribonuclease pancreatic,Gel-free only,1,44,,,,,,,,
List 1,Q6NZC7,SEC23IP,SEC23-interacting protein,Gel-free only,1,44,,,,,,,,
List 1,Q9DBC0,SELO,Selenoprotein O,Gel-free only,1,44,,,,,,,,
List 1,Q8BH34,SEMA3D,Semaphorin-3D,Gel-free only,1,44,,,,,,,,
List 1,P04627,ARAF,Serine/threonine-protein kinase A-Raf,Gel-free only,1,44,,,,,,,,
List 1,Q8BHI9,NIM1,Serine/threonine-protein kinase NIM1,Gel-free only,1,44,,,,,,,,
List 1,Q9CYR0,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",Gel-free only,1,44,,,,,,,,
List 1,Q8BVK9,SP110,Sp110 nuclear body protein,Gel-free only,1,44,,,,,,,,
List 1,Q8BJL0,SMARCAL1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,Gel-free only,1,44,,,,,,,,
List 1,Q8BHS8,SYBU,Syntabulin,Gel-free only,1,44,,,,,,,,
List 1,Q9D710,TMX2,Thioredoxin-related transmembrane protein 2,Gel-free only,1,44,,,,,,,,
List 1,Q8K0P3,KIAA1609,TLD domain-containing protein KIAA1609,Gel-free only,1,44,,,,,,,,
List 1,Q9EPQ1,TLR1,Toll-like receptor 1,Gel-free only,1,44,,,,,,,,
List 1,Q8C176,TAF2,Transcription initiation factor TFIID subunit 2,Gel-free only,1,44,,,,,,,,
List 1,Q8C4J7,TBL3,Transducin beta-like protein 3,Gel-free only,1,44,,,,,,,,
List 1,Q9CR67,TMEM33,Transmembrane protein 33,Gel-free only,1,44,,,,,,,,
List 1,Q8BW70,USP38,Ubiquitin carboxyl-terminal hydrolase 38,Gel-free only,1,44,,,,,,,,
List 1,Q8BTU1,GTL3,UPF0468 protein C16orf80 homolog,Gel-free only,1,44,,,,,,,,
List 1,P97946,FIGF,Vascular endothelial growth factor D,Gel-free only,1,44,,,,,,,,
List 1,Q8R0A6,VSTM2A,V-set and transmembrane domain-containing protein 2A,Gel-free only,1,44,,,,,,,,
List 1,P10754,ZFP13,Zinc finger protein 13,Gel-free only,1,44,,,,,,,,
List 1,Q99N85,MRPS18A,"28S ribosomal protein S18a, mitochondrial",Gel-free only,1,43,,,,,,,,
List 1,P26149,HSD3B2,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Gel-free only,1,43,,,,,,,,
List 1,Q8C7W7,DCLRE1B,5' exonuclease Apollo,Gel-free only,1,43,,,,,,,,
List 1,Q02284,HTR1F,5-hydroxytryptamine receptor 1F,Gel-free only,1,43,,,,,,,,
List 1,Q9D8E6,RPL4,60S ribosomal protein L4,Gel-free only,1,43,,,,,,,,
List 1,Q6PAM1,TXLNA,Alpha-taxilin,Gel-free only,1,43,,,,,,,,
List 1,Q8BVM2,ANTXRL,Anthrax toxin receptor-like,Gel-free only,1,43,,,,,,,,
List 1,Q6HA09,ASTL,Astacin-like metalloendopeptidase,Gel-free only,1,43,,,,,,,,
List 1,Q9D9J8,SPLUNC3,BPI fold-containing family A member 3,Gel-free only,1,43,,,,,,,,
List 1,Q8VHV1,BAALC,Brain and acute leukemia cytoplasmic protein,Gel-free only,1,43,,,,,,,,
List 1,Q9JJN5,CPN1,Carboxypeptidase N catalytic chain,Gel-free only,1,43,,,,,,,,
List 1,P10148,CCL2,C-C motif chemokine 2,Gel-free only,1,43,,,,,,,,
List 1,Q569L8,CENPJ,Centromere protein J,Gel-free only,1,43,,,,,,,,
List 1,Q99LU0,CHMP1B1,Charged multivesicular body protein 1b-1,Gel-free only,1,43,,,,,,,,
List 1,Q03059,CHAT,Choline O-acetyltransferase,Gel-free only,1,43,Yes,,,,,,,
List 1,Q8BIQ5,CSTF2,Cleavage stimulation factor subunit 2,Gel-free only,1,43,,,,,,,,
List 1,Q91Y47,F11,Coagulation factor XI,Gel-free only,1,43,,,,,,,,
List 1,Q640L5,CCDC18,Coiled-coil domain-containing protein 18,Gel-free only,1,43,,,,,,,,
List 1,Q7M6Y5,CCDC67,Coiled-coil domain-containing protein 67,Gel-free only,1,43,,,,,,,,
List 1,Q8C0V1,CCDC79,Coiled-coil domain-containing protein 79,Gel-free only,1,43,,,,,,,,
List 1,Q8BG15,CTDSPL2,CTD small phosphatase-like protein 2,Gel-free only,1,43,,,,,,,,
List 1,Q3UFY7,NT5C3L,Cytosolic 5'-nucleotidase III-like protein,Gel-free only,1,43,,,,,,,,
List 1,Q9R060,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1,Gel-free only,1,43,,,,,,,,
List 1,Q3U487,HECTD3,E3 ubiquitin-protein ligase HECTD3,Gel-free only,1,43,,,,,,,,
List 1,Q9D074,MGRN1,E3 ubiquitin-protein ligase MGRN1,Gel-free only,1,43,,,,,,,,
List 1,Q8C7M3,TRIM9,E3 ubiquitin-protein ligase TRIM9,Gel-free only,1,43,,,,,,,,
List 1,Q9DBT4,ENTPD4,Ectonucleoside triphosphate diphosphohydrolase 4,Gel-free only,1,43,,,,,,,,
List 1,Q8K4Q6,NEIL1,Endonuclease 8-like 1,Gel-free only,1,43,,,,,,,,
List 1,P07321,EPO,Erythropoietin,Gel-free only,1,43,,,,,,,,
List 1,Q9JHI7,EXOSC9,Exosome complex component RRP45,Gel-free only,1,43,,,,,,,,
List 1,Q6P5F9,XPO1,Exportin-1,Gel-free only,1,43,,,,,,,,
List 1,Q5MJS3,FAM20C,Extracellular serine/threonine protein kinase FAM20C,Gel-free only,1,43,,,,,,,,
List 1,P12804,FGL2,Fibroleukin,Gel-free only,1,43,,,,,,,,
List 1,A2AMT1,BFSP1,Filensin,Gel-free only,1,43,,,,,,,,
List 1,Q99JP7,GGT7,Gamma-glutamyltransferase 7,Gel-free only,1,43,,,,,,,,
List 1,Q3UWW6,GAS2L3,GAS2-like protein 3,Gel-free only,1,43,,,,,,,,
List 1,P48318,GAD1,Glutamate decarboxylase 1,Gel-free only,1,43,,,,,,,,
List 1,Q9Z2Z9,GFPT2,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,Gel-free only,1,43,,,,,,,,
List 1,Q9QZF2,GPC1,Glypican-1,Gel-free only,1,43,,,,,,,,
List 1,Q8C0K5,SLC25A16,Graves disease carrier protein homolog,Gel-free only,1,43,,,,,,,,
List 1,O70443,GNAZ,Guanine nucleotide-binding protein G(z) subunit alpha,Gel-free only,1,43,,,,,,,,
List 1,Q14B70,HDX,Highly divergent homeobox,Gel-free only,1,43,,,,,,,,
List 1,P80206,OTX2,Homeobox protein OTX2,Gel-free only,1,43,,,,,,,,
List 1,Q9JLZ6,HIC2,Hypermethylated in cancer 2 protein,Gel-free only,1,43,,,,,,,,
List 1,P50096,IMPDH1,Inosine-5'-monophosphate dehydrogenase 1,Gel-free only,1,43,,,,,,,,
List 1,Q9JHR7,IDE,Insulin-degrading enzyme,Gel-free only,1,43,,,,,,,,
List 1,Q8VDV0,ITGBL1,Integrin beta-like protein 1,Gel-free only,1,43,,,,,,,,
List 1,Q60943,IL17RA,Interleukin-17 receptor A,Gel-free only,1,43,,,,,,,,
List 1,Q4G5Y1,KLHDC2,Kelch domain-containing protein 2,Gel-free only,1,43,,,,,,,,
List 1,Q8CG19,LTBP1,Latent-transforming growth factor beta-binding protein 1,Gel-free only,1,43,,,,,,,,
List 1,P53668,LIMK1,LIM domain kinase 1,Gel-free only,1,43,,,,,,,,
List 1,Q8BSS9,PPFIA2,Liprin-alpha-2,Gel-free only,1,43,,,,,,,,
List 1,Q9ET37,SLC5A4A,Low affinity sodium-glucose cotransporter,Gel-free only,1,43,,,,,,,,
List 1,Q99N03,MS4A10,Membrane-spanning 4-domains subfamily A member 10,Gel-free only,1,43,,,,,,,,
List 1,Q9R008,MVK,Mevalonate kinase,Gel-free only,1,43,,,,,,,,
List 1,O35379,ABCC1,Multidrug resistance-associated protein 1,Gel-free only,1,43,,,,,,,,
List 1,Q99MJ6,PDZD3,Na(+)/H(+) exchange regulatory cofactor NHE-RF4,Gel-free only,1,43,,,,,,,,
List 1,Q8R4G0,NTNG1,Netrin-G1,Gel-free only,1,43,,,,,,,,
List 1,Q2TB02,NFKBID,NF-kappa-B inhibitor delta,Gel-free only,1,43,,,,,,,,
List 1,Q641K5,NUAK1,NUAK family SNF1-like kinase 1,Gel-free only,1,43,,,,,,,,
List 1,Q8VE52,OGFRL1,Opioid growth factor receptor-like protein 1,Gel-free only,1,43,,,,,,,,
List 1,P32848,PVALB,Parvalbumin alpha,Gel-free only,1,43,,,,,,,,
List 1,Q8K126,MTRF1,"Peptide chain release factor 1, mitochondrial",Gel-free only,1,43,,,,,,,,
List 1,Q9QY40,PLXNB3,Plexin-B3,Gel-free only,1,43,,,,,,,,
List 1,P16390,KCNA3,Potassium voltage-gated channel subfamily A member 3,Gel-free only,1,43,Yes,,,,,,,
List 1,P61759,VBP1,Prefoldin subunit 3,Gel-free only,1,43,,,,,,,,
List 1,Q9DBE9,FTSJ3,pre-rRNA processing protein FTSJ3,Gel-free only,1,43,,,,,,,,
List 1,Q80Y24,PRICKLE2,Prickle-like protein 2,Gel-free only,1,43,,,,,,,,
List 1,Q9EPB7,GPR88,Probable G-protein coupled receptor 88,Gel-free only,1,43,,,,,,,,
List 1,P04095,PRL2C2,Prolactin-2C2,Gel-free only,1,43,,,,,,,,
List 1,Q8BNE1,FAM115A,Protein FAM115A,Gel-free only,1,43,,,,,,,,
List 1,Q7TPD2,FAM185A,Protein FAM185A,Gel-free only,1,43,,,,,,,,
List 1,Q8BXQ8,FAM53C,Protein FAM53C,Gel-free only,1,43,,,,,,,,
List 1,O35618,MDM4,Protein Mdm4,Gel-free only,1,43,,,,,,,,
List 1,P60060,SEC61G,Protein transport protein Sec61 subunit gamma,Gel-free only,1,43,,,,,,,,
List 1,Q69Z38,SGK269,Pseudopodium-enriched atypical kinase 1,Gel-free only,1,43,,,,,,,,
List 1,P23249,MOV10,Putative helicase MOV-10,Gel-free only,1,43,,,,,,,,
List 1,Q9DBN4,KIAA1191,Putative monooxygenase p33MONOX,Gel-free only,1,43,,,,,,,,
